Date,Institution,Ticker,Net Tangible Assets,Shareholders Funds,Return on shareholder funds,EBITDA,Return on Total Assets,Liquidity ratio, Shareholders liquidity ratio,Solvency ratio ,Total asset,Year
31/12/2015,HARGREAVES LANSDOWN PLC,HL.L,231352000,237067000,83.96,202548000,30.46,1.51, ,36.28,653422000,2015
31/12/2014,HARGREAVES LANSDOWN PLC,HL.L,224430000,228344000,91.87,210521000,39.61,1.68,924.47,43.12,529594000,2014
31/12/2013,HARGREAVES LANSDOWN PLC,HL.L,195530000,197145000,99.01,194175000,40.55,1.63,487.98,40.96,481352000,2013
31/12/2012,HARGREAVES LANSDOWN PLC,HL.L,156195000,157419000,97.09,153027000,48.86,1.95,568.3,50.33,312802000,2012
31/12/2011,HARGREAVES LANSDOWN PLC,HL.L,129297000,130867000,96.29,126763000,39.74,1.61, ,41.27,317107000,2011
31/12/2010,HARGREAVES LANSDOWN PLC,HL.L,65407000,66053000,130.65,87809000,45.49,1.45,73.56,34.82,189704000,2010
31/12/2009,HARGREAVES LANSDOWN PLC,HL.L,83864000,84650000,86.33,71685000,42.88,1.94,107.97,49.67,170423000,2009
31/12/2008,HARGREAVES LANSDOWN PLC,HL.L,69131000,70311000,86.68,59008000,39.8,1.77,158.36,45.92,153129000,2008
31/12/2007,HARGREAVES LANSDOWN PLC,HL.L,43891000,44495000,54.82,12003000,22.29,1.57,54.93,40.66,109435000,2007
31/12/2006,HARGREAVES LANSDOWN PLC,HL.L,19920000,19877000,41.55,3410000,10.53,1.28,16.9,25.35,78425000,2006
31/12/2005,HARGREAVES LANSDOWN PLC,HL.L,30528000,30656000,47.22,10737000,20.23,1.65,28.6,42.84,71561000,2005
31/12/2004,HARGREAVES LANSDOWN PLC,HL.L,21401000,21925000,30.83,4161000,12.71,1.54,29.55,41.21,53198000,2004
31/12/2023,INVESTEC BANK PLC,INVP.L,3548136,3606218,11.69,742106,1.41,1.13,,12.06,29894608,2023
31/12/2022,INVESTEC BANK PLC,INVP.L,2496064,2789454,14.16,1148027,1.4,1.09,,9.88,28242603,2022
31/12/2021,INVESTEC BANK PLC,INVP.L,2259801,2548018,10.74,1223584,0.99,1.07,,9.24,27588676,2021
31/12/2020,INVESTEC BANK PLC,INVP.L,2077091,2364920,3.94,139513,0.38,1.09,114.51,9.69,24395538,2020
31/12/2019,INVESTEC BANK PLC,INVP.L,2812015,2331172,1.95,102765,0.18,1.11,2.88,9.45,24669539,2019
31/12/2018,INVESTEC BANK PLC,INVP.L,2639001,1913228,9.26,220514,0.8,1.13,1.78,8.65,22121020,2018
31/12/2017,INVESTEC BANK PLC,INVP.L,2445913,2209167,5.49,149682,0.6,1.14,3.67,10.99,20097225,2017
31/12/2016,INVESTEC BANK PLC,INVP.L,2209549,1979931,7.24,170779,0.78,1.13,3.27,10.77,18381414,2016
31/12/2015,INVESTEC BANK PLC,INVP.L,2077637,1842856,6.78,156739,0.68,1.12,2.96,10.05,18334568,2015
31/12/2014,INVESTEC BANK PLC,INVP.L,2036560,1801115,8.92,111921,0.89,1.12,2.83,10.04,17943469,2014
31/12/2013,INVESTEC BANK PLC,INVP.L,2163815,1909272,4.12,104487,0.39,1.11,2.7,9.53,20035483,2013
31/12/2012,INVESTEC BANK PLC,INVP.L,3466403,1914617,2.97,101888,0.27,1.19,0.93,9.09,21068284,2012
31/12/2011,INVESTEC BANK PLC,INVP.L,2005796,1726246,2.16,90007,0.18,1.1,2.55,8.53,20246249,2011
31/12/2010,INVESTEC BANK PLC,INVP.L,1850513,1648254,3.14,92566,0.28,0.95,2.73,8.92,18488534,2010
31/12/2009,INVESTEC BANK PLC,INVP.L,1614445,1181699,2.83,55827,0.2,1.09,2.17,6.96,16980726,2009
31/12/2008,INVESTEC BANK PLC,INVP.L,1590417,986169,-3.12,15964,-0.23,1.11,1.41,7.27,13567943,2008
31/12/2007,INVESTEC BANK PLC,INVP.L,8505508,916790,12.56,-374648,0.94,2.89,0.12,7.52,12197307,2007
31/12/2006,INVESTEC BANK PLC,INVP.L,1402149,876499,21.13,-311214,1.66,0.94,1.43,7.86,11145794,2006
31/12/2005,INVESTEC BANK PLC,INVP.L,776095,587794,19.58,-212298,1.54,0.25,2.6,7.87,7464104,2005
31/12/2004,INVESTEC BANK PLC,INVP.L,858098,500585,14.1,-180033,0.97,1.04,1.34,6.85,7310462,2004
31/12/2023,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,14067794000,12629814000,0.27,34412000,0.24,0.88,8.78,87.05,14508672000,2023
31/12/2022,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,12948443000,11498000000,0.38,43174000,0.32,0.49,7.93,86.15,13346574000,2022
31/12/2021,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,16386727000,14755999000,-17.23,-2497787000,-15.03,0.46,9.05,87.25,16912573000,2021
31/12/2020,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,17964711000,16989470000,54.25,9247365000,50.43,0.75,17.42,92.96,18275699000,2020
31/12/2019,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,8836881000,8244634000,0.29,24079000,0.26,0.26,13.92,89.94,9166596000,2019
31/12/2018,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,7853279000,7429930000,0.32,23845000,0.29,0.21,17.55,91.03,8162298000,2018
31/12/2017,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,6441792000,6187756000,0.27,22239000,0.25,0.16,24.36,92.58,6683753000,2017
31/12/2016,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,5023301000,4873591000,0.33,20694000,0.29,0.25,32.55,90.4,5391274000,2016
31/12/2015,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,3666662000,3457444000,0.64,26853000,0.56,0.16,16.53,87.09,3970148000,2015
31/12/2014,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,3709290000,3333218000,0.86,33087000,0.75,0.68,8.86,87.09,3827524000,2014
31/12/2013,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,2748410000,2597713000,1.3,42985000,1.12,0.1,17.24,86.38,3007431000,2013
31/12/2012,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,2528250000,2218368000,1.96,52735000,1.67,0.26,7.16,85.29,2601117000,2012
31/12/2011,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,2265517000,2012323000,1.85,50309000,1.56,0.23,7.95,84.17,2390812000,2011
31/12/2010,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,2337673000,2132294000,1.82,47627000,1.54,0.17,10.38,84.74,2516418000,2010
31/12/2009,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,1991460000,1839908000,46.92,-25171000,39.98,0.17,12.14,85.21,2159211000,2009
31/12/2008,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,1329203000,1080337000,-65.62,-749700000,-50.39,0.58,4.34,76.79,1406834000,2008
31/12/2007,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,2166095000,1836444000,7.76,-46431000,6.22,0.26,5.57,80.11,2292530000,2007
31/12/2006,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,1971360000,1769865000,4.41,-8655000,3.76,0.42,8.78,85.25,2076109000,2006
31/12/2005,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,1934234000,1753353000,32.4,-11936000,28.56,0.59,9.69,88.15,1989152000,2005
31/12/2004,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,SMT.L,1410766000,1229436000,10.61,-20922000,8.87,0.34,6.78,83.62,1470280000,2004
31/12/2023,QUILTER PLC,QLT.L,8947000,1519000,5.79,163000,0.16,0.06,0.19,2.85,53345000,2023
31/12/2022,QUILTER PLC,QLT.L,7372000,1548000,4.2,144000,0.14,0.06,0.25,3.33,46417000,2022
31/12/2021,QUILTER PLC,QLT.L,8716000,1739000,4.89,160000,0.17,0.06,0.23,3.43,50740000,2021
31/12/2020,QUILTER PLC,QLT.L,8672000,1878000,4.58,173000,0.13,0.05,0.26,2.79,67372000,2020
31/12/2019,QUILTER PLC,QLT.L,9323000,2071000,2.17,128000,0.07,0.06,0.26,3.25,63738000,2019
31/12/2018,QUILTER PLC,QLT.L,6978000,2005000,0.25,76000,0.01,0.07,0.36,3.05,65790000,2018
31/12/2017,QUILTER PLC,QLT.L,2257299,2257299,10.6,246357,9.82,2.04,,92.61,2437400,2017
31/12/2016,QUILTER PLC,QLT.L,1961412,1961148,2.25,50421,2.04,0.2, ,90.58,2165134,2016
31/12/2015,QUILTER PLC,QLT.L,1916859,1915704,0.79,45852,0.73,13.43, ,92.5,2071102,2015
31/12/2014,QUILTER PLC,QLT.L,1923677,1923677,5.54,124550,5.25,18.72,,94.66,2032239,2014
31/12/2013,QUILTER PLC,QLT.L,1882799,1882799,1.47,181385,1.41,0.17,,96.26,1955908,2013
31/12/2012,QUILTER PLC,QLT.L,1933855,1933855,9.53,188337,7.92,0.65,,83.15,2325824,2012
31/12/2011,QUILTER PLC,QLT.L,1935137,1935137,11.41,220764,9.44,0.66,,82.79,2337365,2011
31/12/2010,QUILTER PLC,QLT.L,1851017,1851017,0.17,3108,0.16,1.52,,95.38,1940657,2010
31/12/2009,QUILTER PLC,QLT.L,1848777,1848777,5.4,99922,5.31,2.42,,98.32,1880278,2009
31/12/2008,QUILTER PLC,QLT.L,1803833,1803833,0.65,14766,0.65,0.88,,99.92,1805285,2008
31/12/2023,ABRDN PLC,ABDN.L,4285000,5090000,-0.12,207000,-0.07,1.49,5.73,63.38,8031000,2023
31/12/2022,ABRDN PLC,ABDN.L,5533000,5877000,-10.46,81000,-6.65,1.52,4.61,63.56,9247000,2022
31/12/2021,ABRDN PLC,ABDN.L,7404000,7856000,14.19,157000,9.77,1.26,31.17,68.8,11418000,2021
31/12/2020,ABRDN PLC,ABDN.L,6312000,6813000,12.3,887000,8,1,,65.02,10478000,2020
31/12/2019,ABRDN PLC,ABDN.L,5942000,6666000,3.65,1796000,2.13,1.21,6.78,58.36,11422000,2019
31/12/2018,ABRDN PLC,ABDN.L,4459000,7539000,-10.44,630000,-6.29,1.21,23.27,60.23,12517000,2018
31/12/2017,ABRDN PLC,ABDN.L,5239000,8992000,10.72,2447000,0.49,0.96,11.82,4.54,198111000,2017
31/12/2016,ABRDN PLC,ABDN.L,6284000,4644000,16.99,22235000,0.41,0.92,2.26,2.44,190495000,2016
31/12/2015,ABRDN PLC,ABDN.L,171659000,4349000,12.62,629000,0.31,34.08,0.03,2.46,176722000,2015
31/12/2014,ABRDN PLC,ABDN.L,4643000,4950000,13.58,727000,0.33,0.95,19.19,2.43,203599000,2014
31/12/2013,ABRDN PLC,ABDN.L,4542000,4560000,17.57,1818000,0.43,0.97,16.17,2.47,184605000,2013
31/12/2012,ABRDN PLC,ABDN.L,4660000,4696000,21.21,1895000,0.57,0.97,26.38,2.7,174101000,2012
31/12/2011,ABRDN PLC,ABDN.L,4784000,4319000,13.78,632000,0.37,0.58,6.49,2.7,160123000,2011
31/12/2010,ABRDN PLC,ABDN.L,4394000,4238000,22.91,1005000,0.63,0.94,14.56,2.75,154116000,2010
31/12/2009,ABRDN PLC,ABDN.L,131198000,3753000,11.16,590000,0.29,1.46,0.03,2.56,146613000,2009
31/12/2008,ABRDN PLC,ABDN.L,10248000,3741000,-12.72,-25268000,-0.35,0.25,0.57,2.73,136985000,2008
31/12/2007,ABRDN PLC,ABDN.L,5992000,3673000,16.88,-2271000,0.43,1.01,1.54,2.55,143980000,2007
31/12/2006,ABRDN PLC,ABDN.L,3800000,3185000,25.43,300600,0.61,0.91,5.18,2.4,132591000,2006
31/03/2024,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,8208200000,2299700000,23.08,598700000,5.82,1.77,0.38,25.21,9122100000,2024
31/03/2023,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,8268300000,2045200000,12.27,329400000,2.77,2.4,0.33,22.59,9052500000,2023
31/03/2022,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,7948300000,2001800000,28.24,637100000,6.37,1.87,0.34,22.56,8872500000,2022
31/03/2021,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,6821900000,1622200000,31.41,581700000,6.83,1.67,0.31,21.73,7463900000,2021
31/03/2020,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,6326300000,1310700000,8.74,182500000,1.63,2.18,0.26,18.68,7018000000,2020
31/03/2019,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,6058300000,1394300000,13.12,242100000,2.81,1.86,0.3,21.39,6518300000,2019
31/03/2018,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,5536600000,1318100000,15.11,370900000,3.16,1.37,0.31,20.9,6306400000,2018
31/03/2017,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,5569400000,1173300000,21.51,411500000,4.15,2.37,0.27,19.31,6076200000,2017
31/03/2016,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,3977300000,1242100000,12.78,284400000,3.63,1.67,0.45,28.38,4376200000,2016
31/03/2015,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,3527800000,1458600000,12.24,247200000,4.7,2.98,0.7,38.39,3799200000,2015
31/03/2014,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2308500000,1508000000,10.52,223400000,6.44,2.44,1.87,61.17,2465400000,2014
31/03/2013,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2305700000,1562900000,9.12,206800000,4.92,0.3,2.09,53.9,2899400000,2013
31/03/2012,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2386300000,1450700000,16.81,306700000,9.18,1.03,1.54,54.62,2656100000,2012
31/03/2011,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2327400000,1250400000,14.9,248600000,6.57,0.47,1.15,44.07,2837400000,2011
31/03/2010,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2647200000,1183500000,8.94,171300000,3.64,0.61,0.81,40.73,2905500000,2010
31/03/2009,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2871100000,775500000,-8.6,30600000,-2.18,0.5,0.37,25.32,3062200000,2009
31/03/2008,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,2266100000,896200000,25.61,269000000,8.98,0.84,0.65,35.06,2556200000,2008
31/03/2007,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,1746000000,601600000,37.23,291000000,11.39,0.9,0.53,30.58,1967400000,2007
31/03/2006,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,1229100000,493300000,33.03,270900000,9.88,0.32,0.67,29.9,1649700000,2006
31/01/2005,INTERMEDIATE CAPITAL GROUP PLC,ICG.L,1080400000,359500000,26.56,-69900000,7.29,0.55,0.5,27.44,1310300000,2005
31/03/2024,IG GROUP HOLDING PLC,IGG.L,1418200000,1889500000,21.21,440900000,13.63,2.47,5.17,64.25,2940900000,2024
31/03/2023,IG GROUP HOLDING PLC,IGG.L,1500000000,2014600000,22.33,499500000,15.02,2.72,5.4,67.26,2995200000,2023
31/03/2022,IG GROUP HOLDING PLC,IGG.L,1508400000,2027800000,23.52,534800000,15.26,2.77,5.37,64.87,3126100000,2022
31/03/2021,IG GROUP HOLDING PLC,IGG.L,1109300000,1133300000,39.73,479800000,26.06,2.82,9.77,65.58,1728100000,2021
31/03/2020,IG GROUP HOLDING PLC,IGG.L,911600000,935900000,31.62,321600000,22.77,4.2,7.62,72.01,1299700000,2020
31/03/2019,IG GROUP HOLDING PLC,IGG.L,790300000,841800000,23.08,210100000,17.31,4.19,8.42,74.99,1122600000,2019
31/03/2018,IG GROUP HOLDING PLC,IGG.L,690700000,842100000,33.35,298700000,26.46,3.53,,79.36,1061100000,2018
31/03/2017,IG GROUP HOLDING PLC,IGG.L,578600000,735300000,29.06,229800000,23.02,3.59,,79.22,928200000,2017
31/03/2016,IG GROUP HOLDING PLC,IGG.L,537900000,663000000,31.36,220300000,26.28,4.85,,83.82,791000000,2016
31/03/2015,IG GROUP HOLDING PLC,IGG.L,467400000,591400000,28.66,180300000,24.8,5.04,,86.54,683400000,2015
31/03/2014,IG GROUP HOLDING PLC,IGG.L,447044000,569674000,34.18,209752000,29.28,5.15, ,85.65,665128000,2014
31/03/2013,IG GROUP HOLDING PLC,IGG.L,386549000,506988000,37.91,206753000,31.81,4.73, ,83.92,604145000,2013
31/03/2012,IG GROUP HOLDING PLC,IGG.L,331817000,447143000,41.53,249496000,30.79,2.95, ,74.14,603079000,2012
31/03/2011,IG GROUP HOLDING PLC,IGG.L,263730000,378901000,1.86,173731000,1.29,2.41,186.56,69.14,548058000,2011
31/03/2010,IG GROUP HOLDING PLC,IGG.L,222582000,474628000,29.57,160785000,11.88,1.29,35.73,40.18,1181115000,2010
31/03/2009,IG GROUP HOLDING PLC,IGG.L,152086000,395913000,28.1,117583000,11.26,1.23,23.59,40.06,988235000,2009
31/03/2008,IG GROUP HOLDING PLC,IGG.L,132700000,244716000,39.63,88148000,11.14,1.18, ,28.11,870668000,2008
31/03/2007,IG GROUP HOLDING PLC,IGG.L,94073000,201708000,34.16,62540000,7.17,1.11, ,20.99,960911000,2007
31/03/2006,IG GROUP HOLDING PLC,IGG.L,63361000,170448000,30,47593000,10.42,1.18, ,34.73,490837000,2006
31/01/2005,IG GROUP HOLDING PLC,IGG.L,33122000,133164000,10.51,31409000,8.05,1.7,266.33,76.61,173825000,2005
31/03/2024,POLAR CAPITAL HOLDINGS PLC.,POLR.L,121611000,135898000,40.24,58534000,25.13,2.6,17.45,62.45,217620000,2024
31/03/2023,POLAR CAPITAL HOLDINGS PLC.,POLR.L,136798000,142855000,31.64,48708000,18.7,2.42,14.46,59.11,241680000,2023
31/03/2022,POLAR CAPITAL HOLDINGS PLC.,POLR.L,146090000,156247000,39.74,71354000,24.51,2.54,22.5,61.69,253287000,2022
31/03/2021,POLAR CAPITAL HOLDINGS PLC.,POLR.L,138939000,151440000,50.13,77733000,29.69,2.4,12.12,59.22,255728000,2021
31/03/2020,POLAR CAPITAL HOLDINGS PLC.,POLR.L,121977000,116078000,43.83,52241000,29.41,3.23,19.68,67.1,172980000,2020
31/03/2019,POLAR CAPITAL HOLDINGS PLC.,POLR.L,111569000,109681000,58.42,166194000,38.16,2.88,58.09,65.32,167903000,2019
31/03/2018,POLAR CAPITAL HOLDINGS PLC.,POLR.L,90910000,87668000,47.08,129750000,32.02,3.24,27.04,68.01,128914000,2018
31/03/2017,POLAR CAPITAL HOLDINGS PLC.,POLR.L,73448000,70740000,28.89,70194000,20.73,3.69,26.12,71.76,98578000,2017
31/03/2016,POLAR CAPITAL HOLDINGS PLC.,POLR.L,77857000,75601000,32.07,28032000,23.45,3.79,33.51,73.12,103390000,2016
31/03/2015,POLAR CAPITAL HOLDINGS PLC.,POLR.L,75333000,75231000,41.37,33765000,28.41,2.99,737.56,68.67,109547000,2015
31/03/2014,POLAR CAPITAL HOLDINGS PLC.,POLR.L,74391000,74170000,44.22,32858000,30.13,2.94,335.61,68.14,108848000,2014
31/03/2013,POLAR CAPITAL HOLDINGS PLC.,POLR.L,53787000,53763000,28.55,15934000,20.85,3.5, ,73.02,73627000,2013
31/03/2012,POLAR CAPITAL HOLDINGS PLC.,POLR.L,46264000,46598000,20.64,10734000,16.99,2.84,226.2,82.33,56596000,2012
31/03/2011,POLAR CAPITAL HOLDINGS PLC.,POLR.L,42123000,43352000,21.16,9757000,16.77,2.1,110.87,79.25,54705000,2011
31/03/2010,POLAR CAPITAL HOLDINGS PLC.,POLR.L,36260000,36133000,8.66,3244000,7.18,3.21,284.51,82.84,43619000,2010
31/03/2009,POLAR CAPITAL HOLDINGS PLC.,POLR.L,39780000,39618000,30.57,12366000,23.48,3.37,244.56,76.82,51570000,2009
31/03/2008,POLAR CAPITAL HOLDINGS PLC.,POLR.L,37860000,37860000,38.29,15956000,27.39,2.62,,71.54,52924000,2008
31/03/2007,POLAR CAPITAL HOLDINGS PLC.,POLR.L,31588000,31588000,83.31,25446000,65.99,4.3,,79.21,39879000,2007
31/03/2006,POLAR CAPITAL HOLDINGS PLC.,POLR.L,15434000,15434000,174.25,26707000,101.32,2.25,,58.15,26543000,2006
31/01/2005,POLAR CAPITAL HOLDINGS PLC.,POLR.L,6723000,6723000,70.83,4518000,41.37,2.35,,58.41,11511000,2005
31/12/2023,F&C INVESTMENT TRUST PLC,FCIT.L,5615456000,5034487000,1.84,96187000,1.65,12.85,8.67,89.43,5629292000,2023
31/12/2022,F&C INVESTMENT TRUST PLC,FCIT.L,5231664000,4649825000,1.78,86473000,1.58,43.72,7.99,88.76,5238854000,2022
31/12/2021,F&C INVESTMENT TRUST PLC,FCIT.L,5720772000,5280934000,1.25,69018000,1.13,0.51,12.01,90.42,5840501000,2021
31/12/2020,F&C INVESTMENT TRUST PLC,FCIT.L,4878176000,4511560000,1.33,62298000,1.22,1.45,12.31,91.57,4926697000,2020
31/12/2019,F&C INVESTMENT TRUST PLC,FCIT.L,4470219000,4109049000,1.92,81206000,1.73,0.54,11.38,90.09,4561080000,2019
31/12/2018,F&C INVESTMENT TRUST PLC,FCIT.L,3707113000,3491913000,2.22,79674000,2.01,0.93,16.23,90.63,3852747000,2018
31/12/2017,F&C INVESTMENT TRUST PLC,FCIT.L,3909960000,3668023000,1.91,71808000,1.76,0.73,15.16,92.39,3970357000,2017
31/12/2016,F&C INVESTMENT TRUST PLC,FCIT.L,3461008000,3213435000,2.01,66153000,1.86,6.92,12.98,92.72,3465793000,2016
31/12/2015,F&C INVESTMENT TRUST PLC,FCIT.L,2847307000,2702164000,1.9,52603000,1.71,0.48,18.62,89.71,3012221000,2015
31/12/2014,F&C INVESTMENT TRUST PLC,FCIT.L,2664699000,2577513000,1.62,49655000,1.47,0.21,29.56,90.67,2842689000,2014
31/12/2013,F&C INVESTMENT TRUST PLC,FCIT.L,2517113000,2430322000,1.96,56232000,1.79,0.26,28,91.33,2660959000,2013
31/12/2012,F&C INVESTMENT TRUST PLC,FCIT.L,2285746000,2078996000,2.1,52455000,1.81,0.25,10.06,86.47,2404261000,2012
31/12/2011,F&C INVESTMENT TRUST PLC,FCIT.L,2038467000,1927892000,2.23,50891000,1.92,0.03,17.44,86.3,2233999000,2011
31/12/2010,F&C INVESTMENT TRUST PLC,FCIT.L,2253585000,2143010000,1.71,43840000,1.51,0.04,19.38,88.24,2428728000,2010
31/12/2009,F&C INVESTMENT TRUST PLC,FCIT.L,2069044000,1958469000,17.53,-13949000,16.52,0.43,17.71,94.25,2077882000,2009
31/12/2008,F&C INVESTMENT TRUST PLC,FCIT.L,1893024000,1782449000,-36.19,-697225000,-32.13,0.08,16.12,88.78,2007796000,2008
31/12/2007,F&C INVESTMENT TRUST PLC,FCIT.L,2606454000,2490950000,12.95,-19562000,11.91,0.43,21.57,91.98,2708065000,2007
31/12/2006,F&C INVESTMENT TRUST PLC,FCIT.L,2518715000,2408140000,10.06,-13772000,9.26,0.38,21.78,92.05,2616050000,2006
31/12/2005,F&C INVESTMENT TRUST PLC,FCIT.L,2526682000,2414001000,21.49,-15297000,20.45,1.66,21.42,95.18,2536200000,2005
31/12/2004,F&C INVESTMENT TRUST PLC,FCIT.L,2223039000,2112464000,8.48,-11274000,7.62,0.35,19.1,89.9,2349847000,2004
31/12/2023,ADMIRAL GROUP PLC,ADM.L,1879000,992800,44.6,521600,6.24,1.37,0.83,13.99,7096200,2023
31/12/2022,ADMIRAL GROUP PLC,ADM.L,1726400,955400,49.09,603300,5.25,1.23,0.94,10.69,8938500,2022
31/12/2021,ADMIRAL GROUP PLC,ADM.L,1899500,1408500,50.66,863200,8.53,1.28,2.1,16.85,8359700,2021
31/12/2020,ADMIRAL GROUP PLC,ADM.L,1446200,1123400,54.14,817300,7.76,0.06,2.29,14.33,7842200,2020
31/12/2019,ADMIRAL GROUP PLC,ADM.L,5391200,918600,56.89,630400,6.89,2.56,0.2,12.11,7585400,2019
31/12/2018,ADMIRAL GROUP PLC,ADM.L,1053300,771100,61.76,565500,7,1.18,1.74,11.34,6802500,2018
31/12/2017,ADMIRAL GROUP PLC,ADM.L,4034300,655800,61.53,487200,6.89,3.4,0.19,11.19,5859100,2017
31/12/2016,ADMIRAL GROUP PLC,ADM.L,643400,581700,47.86,312900,5.73,0.55,2.6,11.97,4860800,2016
31/12/2015,ADMIRAL GROUP PLC,ADM.L,3009500,632900,58.26,439000,8.77,1.88,0.25,15.06,4202400,2015
31/12/2014,ADMIRAL GROUP PLC,ADM.L,473700,580900,120.74,409700,18.09,0.35,,14.98,3877500,2014
31/12/2013,ADMIRAL GROUP PLC,ADM.L,448500,547100,67.01,223200,10.43,1.13,,15.56,3516200,2013
31/12/2012,ADMIRAL GROUP PLC,ADM.L,1352100,524100,70.64,451200,10.66,1.65,0.57,15.09,3473800,2012
31/12/2011,ADMIRAL GROUP PLC,ADM.L,1171800,460700,74.8,403300,10.75,1.6,0.57,14.38,3204200,2011
31/12/2010,ADMIRAL GROUP PLC,ADM.L,853700,394400,75.84,350300,11.44,1.43,0.72,15.08,2614900,2010
31/12/2009,ADMIRAL GROUP PLC,ADM.L,267800,350700,75.71,296200,15.03,0.21,,19.85,1766700,2009
31/12/2008,ADMIRAL GROUP PLC,ADM.L,223900,300800,71.74,-196200,18.33,0.28, ,25.55,1177400,2008
31/12/2007,ADMIRAL GROUP PLC,ADM.L,210225,275569,73.49,-133671,19.97,0.23,26.65,27.18,1014003,2007
31/12/2006,ADMIRAL GROUP PLC,ADM.L,168569,237632,76.63,-99931,20.92,0.28,,27.3,870322,2006
31/12/2005,ADMIRAL GROUP PLC,ADM.L,153279,219055,67.26,128963,19.57,0.53,223.3,29.09,753005,2005
31/12/2004,ADMIRAL GROUP PLC,ADM.L,114922,181412,65.87,111327,18.01,0.44,,27.34,663583,2004
31/12/2023,MONKS INVESTMENT TRUST,MNKS.L,2543898000,2442880000,0.5,19500000,0.47,0.67,24.18,92.64,2637040000,2023
31/12/2022,MONKS INVESTMENT TRUST,MNKS.L,2579709000,2479164000,0.41,15458000,0.38,0.35,24.66,91.62,2705966000,2022
31/12/2021,MONKS INVESTMENT TRUST,MNKS.L,3345726000,3204980000,0.18,10862000,0.17,22.25,22.77,95.65,3350789000,2021
31/12/2020,MONKS INVESTMENT TRUST,MNKS.L,2003532000,1963624000,0.58,17370000,0.54,0.24,49.2,92.8,2115930000,2020
31/12/2019,MONKS INVESTMENT TRUST,MNKS.L,1902690000,1862815000,0.49,14603000,0.45,0.3,46.72,92.52,2013316000,2019
31/12/2018,MONKS INVESTMENT TRUST,MNKS.L,1696376000,1656534000,0.43,11593000,0.41,0.48,41.58,93.99,1762496000,2018
31/12/2017,MONKS INVESTMENT TRUST,MNKS.L,1453884000,1414074000,0.45,10321000,0.42,0.3,35.52,92.42,1530101000,2017
31/12/2016,MONKS INVESTMENT TRUST,MNKS.L,1050726000,1010949000,0.6,9382000,0.55,0.4,25.42,92.01,1098694000,2016
31/12/2015,MONKS INVESTMENT TRUST,MNKS.L,1063336000,1023591000,1.13,14460000,1.01,0.61,25.75,89.05,1149472000,2015
31/12/2014,MONKS INVESTMENT TRUST,MNKS.L,1012608000,972896000,1.25,15904000,1.19,9.34,24.5,95.64,1017290000,2014
31/12/2013,MONKS INVESTMENT TRUST,MNKS.L,1025906000,986227000,1.27,17428000,1.16,1.05,24.86,91.31,1080094000,2013
31/12/2012,MONKS INVESTMENT TRUST,MNKS.L,1069366000,989719000,1.5,25324000,1.26,0.75,12.43,83.48,1185506000,2012
31/12/2011,MONKS INVESTMENT TRUST,MNKS.L,1180493000,1060879000,1.11,21119000,0.95,0.76,8.87,86.04,1232962000,2011
